X
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.98E+02
2.98E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.96E+02
2.96E+02
2.98E+02
2.98E+02
2.98E+02
2.98E+02
2.96E+02
2.96E+02
2.96E+02
2.96E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.96E+02
2.97E+02
2.96E+02
2.97E+02
2.96E+02
2.97E+02
2.96E+02
2.97E+02
2.96E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.97E+02
2.96E+02
2.97E+02
2.96E+02
2.96E+02
2.95E+02
2.96E+02
2.95E+02
2.95E+02
2.94E+02
2.95E+02
2.94E+02
2.95E+02
2.94E+02
2.95E+02
2.94E+02
2.94E+02
2.94E+02
2.94E+02
2.94E+02
